Subject,Class,CorssCorrelationSum_VTAP,CorssCorrelationPeak_VTAP,IndexHarmonicity_ML,FirstDerivativeMean_SigComplete_VT,FirstDerivative_Moment3rd_SigComplete_VT,FirstDerivativeLogRatio_SigComplete_ML,FirstDerivativeMean_SigComplete_AP,FirstDerivative_Skweness_SigComplete_AP,FirstDerivativeRatio_SigComplete_AP,FirstDerivativeMax_SigComplete_Magnitude,RelativePower_Below5Hz_VT,RelativePower_BelowDomFr_VT,Skewness_SigComplete_ML,Kurtosis_SigComplete_ML,Percentile75_SigComplete_ML,MaxFreqSpectrum_Below5Hz_ML,RelativePower_AboveDomFr_ML,Moment3rdPSD_Plom_ML,Max_SigComplete_AP,InterQuartileRange_SigComplete_AP,Percentile75_SigComplete_AP,ZeroCrossingRate_AP,Mean_SigComplete_Magnitude,Skewness_SigComplete_Magnitude,Percentile25_SigComplete_Magnitude,MaxFreqSpectrum_Below5Hz_Magnitude,RelativePower_5To10Hz_Magnitude,RelativePower_BelowDomFr_Magnitude,MedianPSD_Plom_Magnitude,Moment3rdPSD_Plom_Magnitude,SkewnessPSD_Plom_Magnitude,ZeroCrossingRate_Magnitude
1,0,-0.1630805497651049,-0.6628033193298452,0.5289856230450476,0.475757438797236,-0.0623586414138088,-0.1367823811168239,-0.4096137630227546,-1.3343502386749668,-0.0241126072218693,-1.0400573633965875,0.1602727192012872,-0.035499872016555,0.6336784920675329,0.4741796956547539,-0.7344583772527606,-0.1617869434428996,0.6714050981257439,-0.0479289820966592,-1.0382522332621806,-1.3795959862317868,-0.8963054620996626,0.7330529863748624,-0.0357992595368713,1.2755140911755598,1.4443249995452656,-0.1161404289272154,1.224694606896504,-0.1565831911808607,-0.1652722129875659,-0.146060488381283,-0.0865912497242064,-1.7718460889864902
1,0,-0.1634827356124103,-0.6680846776136616,-0.364654405031786,0.0906672462611335,-0.1100183725710925,-0.2335946391338029,-0.0542824580981688,-1.0662761828567724,-0.0242840229842681,-1.0480297919035195,-0.7807393354782732,-0.4442942364630368,0.6656433267686824,0.0151692318545468,-0.8192229441525816,-0.6914968941093071,-0.1031166956866539,-0.0479289889455721,-1.3333413093643829,-1.4101900069929878,-0.9248379449536572,0.6295890513609935,-0.2813410247276941,-0.6954173116925856,1.4324545106676974,0.4083047425295469,1.2517511055570458,-0.0638587587283113,-0.2240071814297511,-0.1460605167236446,0.95294718562278,-2.360036729924936
1,0,-0.1635479419982977,-0.6681201833749097,-0.3623453304271636,-0.033453413749202,-0.1100537856366841,-0.112612584781096,-0.050145742632799,-1.1607935740793085,0.0177613185595231,-1.0480297919035195,-0.6923118294700167,-0.4634586984361402,0.2974765129251383,0.4253904370479034,-0.8073109379490406,-0.6914968941093071,1.2201140737638785,-0.0479289889593375,-1.3333413093643829,-1.4416901231293855,-0.9651351676013864,0.4226611813332554,-0.4048835323935684,-0.4909854897535644,1.4124457072401606,-2.039106057602011,1.2497296195637813,0.1679278677725134,-0.2241366233869669,-0.1460605168554403,1.178808674546566,-2.6541320503941543
1,0,-0.1635246291173911,-0.6680345656432433,-0.3764340769162821,0.0093093463529171,-0.1100636743678118,-0.2271494686913453,-0.0429213147512473,-1.174911953848896,0.0260983859195945,-1.0480297919035195,-0.6851370183346648,-0.49647199670811,-0.0277564914053112,-0.153243883028898,-0.7588971968420336,-0.5855549039760257,0.204189492424987,-0.0479289889386786,-1.3333413093643829,-1.4358013577579052,-0.972033924082043,-0.3015863637638344,-0.4636096625790236,-0.3467064885178572,1.3938907058600534,-2.039106057602011,1.0520917424530212,0.2855490422187025,-0.2242238090348398,-0.1460605167703901,1.2032532203362172,-2.801179710628764
1,0,-0.1634690083707385,-0.6673267115435081,13.995720426692294,-0.00256041038418,-0.1098345621242971,-0.6985401817700745,0.1622284680285083,-0.0551981778835318,0.0292120339044715,-1.0811487370383406,-0.54163381745886,-0.5143692032667355,-0.0919625042301433,-0.7644991006719879,-0.7029100390702975,-0.5855549039760257,5.355028217599125,-0.0479289887296761,-1.2780196494971974,-1.433832593073712,-0.969928901206452,-0.5085142337915726,-0.2084139644189892,2.387814907922145,1.4071413668376578,-1.951698529025884,-1.5966974395946822,-0.0160232853056178,-0.1968719540677411,-0.1460605162334708,0.069854879969524,-3.095275031097982
1,0,-0.1345073048533966,-0.5943063112453111,0.018688466383808,-1.896617930915627,-0.4307670041164338,0.4834365371645213,0.0989485415624994,0.360722407329013,-0.0465376841670389,-0.3482341694771876,0.0026718523847055,-0.341204293772517,-1.3232457207074904,0.2383989379709404,-0.0301265038195428,-0.5855549039760257,-0.2667782988483861,-0.0479203732185933,-0.438251687708249,0.1742441869671653,0.6055617570180777,-0.7154421038193104,-0.016733776663441,1.1849112123889367,0.4626946463679974,0.9327499139863092,0.2344700750040205,0.414386725605875,1.96767301612231,-0.1460069711724291,0.1876431358877077,-0.8895601275788357
1,0,-0.1298521279587,-0.5874004749735042,-0.1353995806757126,0.0637109921421223,-0.0860476055402751,0.2351740534446754,-0.0353604407989347,0.693219928568387,-0.0484875566323303,-0.3482341694771876,-0.2678190543316487,-0.3779628772138707,-1.298612385911001,0.0576393847460348,-0.2605354606600984,-0.5855549039760257,-0.2513677776896697,-0.0479180570803191,-0.438251687708249,0.0253564300070538,0.6606908529314165,-0.5085142337915726,0.0435259210469715,0.5328915956359539,0.5113650508655108,0.9327499139863092,1.1601278000283388,-0.2118316678656181,-0.207520069183702,-0.1459863585058811,0.8736841876939713,-0.7425124673442263
1,0,-0.132081953853983,-0.558552216187275,-0.031226144077671,-0.0157698350230254,-0.0891634645915558,0.9594896434627948,0.3629773202826651,0.6959176792304504,0.0569908717028712,-0.3482341694771876,-0.5110225227770347,-0.3740486993345703,-0.9611939400157492,-0.1544177753284619,-0.6925098794361308,-0.6914968941093071,-0.2667782988483861,-0.0479214767501998,-0.438251687708249,-0.0322216963684152,0.4989330701515429,0.112269376291648,-0.0976730656422497,0.4945712203641103,0.1864273939479182,0.9327499139863092,1.322256424046702,-0.2035256613541383,-0.1959212527313529,-0.1459851451675808,0.6161052427159389,-0.8895601275788357
1,0,-0.117286104162898,-0.3855003276911085,-0.1586736036892423,-0.3887109117886843,-0.1094576895605667,1.2051417571580127,0.7175526416180364,-0.1430208961468585,0.0784789429843184,-0.0661591861374277,-0.71696338893733,-0.4335590112220016,-0.6265580445093453,-0.3774014239680968,-0.7599160278593108,-0.6914968941093071,-0.2654275676230299,-0.0478992850252871,0.2917346848504862,0.2116961260885013,0.6788452490688929,0.2157333113055173,0.3937119885359558,0.0283693338104407,0.1252083952147479,0.9327499139863092,1.0393582727080546,-0.1972647262940006,-0.2160576169671403,-0.1452755051518855,1.4160853375198554,-0.7425124673442263
1,0,-0.1211893457279657,-0.431846797090012,-0.2516461216158512,0.2984854998277334,-0.1261896376881399,1.332088831888543,-0.701341308566008,-0.1447865031330761,0.0814635694794846,-0.0661591861374277,-0.5680543109225458,-0.4066788482786874,-0.7591587492366716,-0.2538013426174096,-0.6883913823604737,-0.6914968941093071,-0.1520786805004873,-0.0479069230903662,0.2917346848504862,-0.0231210919023681,0.5682071222727422,0.0088054412777792,0.328080862944165,0.042116002243047,0.12709534283489,0.9327499139863092,0.9937509971182712,-0.1926519697609982,-0.2193491453337167,-0.1453701415790593,1.308295635373684,-0.301369486640399
