Subject,Class,RelativePower_Below5Hz_Magnitude
1,0,-2.247382402431343
1,0,-2.401791131921566
1,0,-0.5113082348489366
1,0,-0.713827720201199
1,0,0.2421173725360516
1,0,0.2079508921214448
1,0,0.5394363830431039
1,0,1.3658315019688425
1,0,1.4741558059965736
1,0,0.9856687082341268
1,0,0.1493426730154117
1,0,0.3045324973847967
1,0,0.1644940552727637
1,0,0.0088284910884486
1,0,0.80472347671702
1,0,0.9294441858279492
1,0,0.6544736805494901
1,0,0.4767699529890034
1,0,0.6614276358655975
1,0,0.7372804581511477
1,0,0.0462322032662664
1,0,-0.1897333095166964
1,0,-0.0850862596755394
1,0,0.3022535883212747
1,0,0.5183264011539932
1,0,0.2290793891343996
1,0,0.2255155502706473
1,0,-0.1745142720508352
1,0,-0.1102742648092672
1,0,-0.3762822062220253
1,0,-0.6141792397519527
1,0,-0.0214217825810249
1,0,-0.030693871533403
1,0,0.1444926413360615
1,0,0.5101313301035572
1,0,0.2067373148844778
1,0,-0.4544423932453994
1,0,0.4880662530750836
1,0,1.1815665393498835
1,0,1.4450982522676183
1,0,1.525778878555918
1,0,1.6365048113497318
1,0,0.3253382221754386
1,0,0.5241544617698907
1,0,0.052936128751506
1,0,0.1179278131775618
1,0,-0.0592099675235639
1,0,-0.337015168130527
1,0,-0.5439246446758561
1,0,-0.1770527347557873
1,0,0.046725668814264
1,0,0.9325526478323256
1,0,0.1954219327352259
1,0,1.0622983123260563
1,0,1.2216158914743696
1,0,1.2626679214912149
1,0,0.6713981292247104
1,0,1.0222186855246738
1,0,1.5228298097777275
1,0,1.3246460240989764
1,0,1.7823635721774465
1,0,1.6355234914515726
1,0,1.4083842876961188
1,0,0.6694655270213954
1,0,-0.0878298945724448
1,0,0.1167454132941848
1,0,-0.378225362522454
1,0,-0.0540229635907984
1,0,0.941556278208981
1,0,0.133046518069457
1,0,0.0340780462867744
1,0,-0.7994703486726097
1,0,0.1232903230319291
1,0,0.0569599573366452
1,0,-0.1187571023347254
1,0,0.1940976570879624
1,0,0.6079660387437783
1,0,0.6479370098004661
1,0,0.0476443993203247
1,0,0.3199261241782413
1,0,0.6025928751449582
1,0,0.0285364585728809
1,0,0.061007426840548
1,0,0.5605434828470818
1,0,0.5710539231714374
1,0,0.5235875472200433
1,0,0.5417018185623468
1,0,1.295653763140825
1,0,1.3252996191084692
1,0,1.521827904167164
1,0,1.6726013369228976
1,0,1.1430321203627958
1,0,0.8002577444716865
1,0,0.300381259301237
1,0,0.1487609834066207
1,0,0.5470530859268925
1,0,0.766279586676734
1,0,0.5997947708425797
1,0,1.1601649512203676
1,0,1.2526629448546145
1,0,1.45013392793096
1,0,1.922856091133957
1,0,1.965597579996388
1,0,1.482697296987481
1,0,1.17070889932726
1,0,0.4566243566006754
1,0,0.0446203664897964
1,0,-0.2322741290129109
1,0,-0.1157919542564087
1,0,-0.2619979674174796
1,0,-0.3843861535935596
1,0,-0.6483554254403485
1,0,4.824145040343544e-05
1,0,0.1972941081959319
1,0,0.8302871889048614
1,0,1.5206431753088714
1,0,1.716489132467625
1,0,1.4970408433118485
1,0,1.085542232637747
1,0,0.9396163541368256
1,0,0.7181712654138773
1,0,0.6655001471435172
1,0,0.7057625507323458
1,0,1.2382511989029663
1,0,1.3991551365051809
1,0,0.8959787553322928
1,0,0.7432756983304537
1,0,-0.0088579635572698
1,0,-0.3605307162190225
1,0,-0.9378528953273192
1,0,-0.295430199661503
1,0,0.151173402187688
1,0,1.05912543170596
1,0,1.190994331511661
1,0,0.6074881135414006
1,0,0.9815384106686732
1,0,0.4763846264013976
1,0,0.3240436492010932
1,0,0.7334012680811177
1,0,0.4150133760952862
1,0,-0.0981173414383809
1,0,-0.071735896882378
1,0,-0.3759027773333566
1,0,-0.3478261472388601
1,0,-0.6671536402887523
1,0,0.2907315672841449
1,0,0.4108764437637222
1,0,0.4418852877744914
1,0,0.2180241802107538
1,0,0.7536366835934163
1,0,0.8265985269012693
1,0,0.0260767917006829
1,0,0.4349771764765252
1,0,-0.120601621241199
1,0,0.491350432512891
1,0,0.0812958272243501
1,0,-0.3924504832614489
1,0,0.8151727810475589
1,0,0.2093931301151114
1,0,-0.6770317377100832
1,0,0.1105144639454436
1,0,0.4841349468101487
1,0,0.2936084976765969
1,0,0.4356792290533903
1,0,1.100756528845047
1,0,1.0087141093426233
1,0,0.4805561229447224
1,0,0.7382938349579335
1,0,1.0576700962283916
1,0,1.886699467646993
1,0,2.328566854592637
1,0,2.0897979780469904
1,0,2.660714735694837
1,0,0.0052162102395043
1,0,-0.0570946623140774
1,0,0.7841703869664798
1,0,0.3904385205763632
1,0,0.3106168988071375
1,0,1.4260362411520071
1,0,1.0160466884308854
1,0,1.546318662600199
1,0,0.0634750324585694
1,0,1.420351628814856
1,1,-1.9303393778727944
1,1,-0.699614374669219
1,1,-0.7298093648682896
1,1,-1.1317771038543292
1,1,-1.192838729399328
1,1,-1.3281860556297025
1,1,-2.047105725306531
1,1,-2.379694929409472
1,1,-2.5082211005260557
1,1,-2.441266668740776
1,1,-2.3295530368876856
1,1,-2.2039620302355245
1,1,-1.917634530484506
1,1,-2.0521052842579506
1,1,-2.453797864226889
1,1,-2.386115888981033
1,1,-2.1912153419746807
1,1,-1.802644789643392
1,1,-1.6339906288287396
1,1,-1.4210564651763866
1,1,-2.141709260948914
1,1,-2.446986317165555
1,1,-2.2634442773434165
1,1,0.9278031147986348
1,1,1.1457283569911527
1,1,0.7267838503054544
1,1,-0.3931436891407824
1,1,-1.9136900792724592
1,1,-1.3100141342930902
1,1,-0.6321900068590794
1,1,-2.3738550090865425
1,1,-1.9755837481769396
