Subject,Class,Acc_CorssCorrelationSum_VTAP,Acc_CorssCorrelationPeak_VTAP,Acc_FirstDerivativeRatio_SigComplete_AP,Acc_FirstDerivativeMax_SigComplete_Magnitude,Acc_InterQuartileRange_SigComplete_AP,Acc_RelativePower_BelowDomFr_Magnitude,Acc_ZeroCrossingRate_Magnitude,Gyro_FirstDerivativeLogRatio_SigComplete_ML,Gyro_FirstDerivativeLogRatio_SigComplete_AP,Gyro_RelativePower_Below5Hz_Magnitude
1,0,-0.1420115476023386,-0.5439980821116625,-0.0465044299922732,-0.7181958892130076,0.048812673412364,-0.4468353089372955,-1.405035784709791,-0.5817421233640996,0.0112695170187075,0.0472232918049541
1,0,-0.1373561055122807,-0.4905170207587815,-0.0402887157661332,-0.7181958892130076,0.1669515584080673,-0.4631915242722397,-1.7236621148018598,-1.3035334450149898,-0.4802034297237108,-0.1961533361263319
1,0,-0.1445307515520603,-0.5264410288792366,-0.0301663405715539,-0.7181958892130076,-0.1062056802348218,-0.4165551160698098,-1.245722619663756,-1.2824510962514235,-0.4800298432292106,-0.088219571514197
1,0,-0.1404889441864143,-0.5221092848463539,-0.018639041413486,0.0036393605323319,-0.0785964637358761,-0.2340490749135039,-1.245722619663756,-0.928884754443688,-0.4142275137818438,0.3112856992225018
1,0,-0.1380528542979167,-0.4911243255755465,-0.0314756816135033,0.0036393605323319,0.0149504858585124,-0.5629064578199645,-0.927096289571688,-0.540994263912461,-0.0701056514254551,0.5341448448435978
1,0,-0.1327615622240366,-0.4824386344473826,-0.0364853033560631,0.0036393605323319,-0.0862401097131523,-0.5689328634378563,-0.927096289571688,-0.378121612773418,-0.3085281397562757,0.2358132725969455
1,0,-0.1338255476241848,-0.5075159794512766,-0.0129319421157909,0.0036393605323319,-0.0300319452418093,-0.5762124336348214,-0.927096289571688,-0.5786076700906015,-0.5615920468842391,0.2321375020365744
1,0,-0.1321725255482038,-0.4996554245622944,-0.0177605130922793,0.0036393605323319,-0.0557983609139587,-0.5780209409204102,-0.4491567944335841,-0.1953267302190852,-0.4404367255613554,-0.1804563049156394
1,0,-0.1350036191179322,-0.5044927272730824,-0.0330874742323221,0.0036393605323319,-0.243027542072741,-0.5734094455002406,-0.6084699594796189,0.079862483380152,-0.2639157370877791,-0.1141986719406268
1,0,-0.1325111759688258,-0.5298367260907951,-0.0467216771086914,-0.4937244563862152,-0.0790892284269047,0.4329071090672809,-0.1305304643415151,0.6167295023118685,0.1611890680468297,-0.3885612896826824
1,0,-0.1368131655159254,-0.5923110106194269,-0.0397433508424431,-0.8730715206813616,-0.2070339120633861,-0.3926456022596609,-0.4491567944335841,0.8150980226465835,0.1834054912184844,-0.6339301028304917
1,0,-0.1255796524553641,-0.6007549483526139,-0.0314102936645628,-0.8730715206813616,0.6358622144073216,-0.3919516486028727,-0.2898436293875499,0.7971022876830008,0.5954920186087054,-0.02255554471837
1,0,-0.1220484165943337,-0.6226873297102268,-0.0162758062870026,-0.7573171841299379,0.4901828747245791,-0.4259098984162562,-0.2898436293875499,0.7538904873758223,0.957376917607318,-0.0321188479167671
1,0,-0.1283963315667312,-0.6039526633886754,-0.0118379589080922,-0.7573171841299379,0.0293717430003273,-0.3786599889330044,-0.6084699594796189,0.8576379050617254,0.8835290598113689,0.1485698563704026
1,0,-0.1307935488632114,-0.6076651426486821,0.0140965537092991,-0.7573171841299379,0.2977845335409983,-0.4507005807609258,-1.245722619663756,0.3269872142857964,-0.3850337640484521,0.2127694869699427
1,0,-0.1412101224023417,-0.6275253784090816,0.0056056567273226,-0.7573171841299379,0.0746323633286766,-0.349028443828964,-1.564348949755825,-0.1687436591929067,-1.004937869392425,-0.469176302155814
1,0,-0.1471198227343438,-0.5663347468830243,0.0025896871296006,-0.6146883535781413,-0.58043606353047,-0.3789987965668637,-1.245722619663756,-0.2851754893357901,-1.0359212828013231,0.5029342975339991
1,0,-0.1491176532527164,-0.5520684371395389,0.0053039598430625,-0.6146883535781413,-0.7299727873649985,-0.4067087795482156,-1.086409454617722,-0.2806549570102366,-1.507214607647067,1.218215777239828
1,0,-0.1469663658288829,-0.5559184681151377,-0.000527191846024,-0.6146883535781413,-0.7110458005588209,-0.4011471926682029,-0.927096289571688,-0.6448779127048835,-1.7183384316285222,1.490024394043363
1,0,-0.1502036692034386,-0.5492191605657399,-0.0263520880386282,-0.6146883535781413,-0.8200898650998408,-0.3929680128491254,-0.2898436293875499,-0.4293339773701565,-1.4335540220581495,1.5732390067799764
1,0,-0.1488218727235042,-0.5507247494575184,-0.0246094216286463,-0.5965450056643922,-0.7331812965637855,-0.2851243872599809,0.028782700704519,-0.9298495503198247,-1.440511977600865,1.687442577590305
1,0,-0.1393272333136331,-0.5267267139108137,-0.0206063650926577,-0.5965450056643922,-0.3597868304006003,-0.3511187363726821,0.5067221958426228,-0.6472483879924503,-1.209469530564493,0.3350953664835917
1,0,-0.151935006415567,-0.6058988028896538,-0.025375662613943,-0.5965450056643922,-0.4919754195751005,-0.2858706212805127,-0.1305304643415151,-0.6805785709421205,-1.5264007455930406,0.5401559509724028
1,0,-0.1511271719056557,-0.6145278675219077,-0.0436589108575671,-0.5965450056643922,-0.3888888793838657,-0.2922891419043611,0.028782700704519,-0.7454539689697898,-1.4604787234174574,0.0541377716340507
1,0,-0.150065295841997,-0.6221895298216148,-0.0329947363614981,-0.5965450056643922,-0.4260700087426927,-0.3489284930099803,0.3474090307965879,-1.1380120415621997,-1.5905558276791896,0.1211706901848915
1,0,-0.147884683707807,-0.6033296488043094,-0.0351322974612083,-0.5965450056643922,-0.2485554268789481,-0.2224347604643627,0.5067221958426228,-1.6468577499050996,-1.665149826321701,-0.0615305666124294
1,0,-0.1446609098217217,-0.5574185780592635,-0.0397469976766717,-0.7948509584579769,-0.2378991910715691,-0.4534661685317249,0.8253485259346911,-1.11573465095758,-1.160150849805562,-0.3480609673819896
1,0,-0.1480867115222401,-0.5563996973749041,-0.0417790317570706,-0.7948509584579769,-0.3324763760251499,-0.3756246722202139,0.8253485259346911,-1.1149452352454925,-1.1003070957324144,-0.5614689781320485
1,0,-0.1491610267630464,-0.5576604783799738,-0.0382042760271234,-0.7948509584579769,-0.402369082662772,-0.3762666604433091,1.1439748560267606,-1.1455135636221474,-1.0501882916943317,-0.1830744946925024
1,0,-0.1511474556155265,-0.5618882014606579,-0.0408685413792381,-0.7948509584579769,-0.5440303385671803,-0.2989297748355146,0.5067221958426228,-1.234858606714665,-1.1842494855103916,0.0477322559313448
1,0,-0.1383629491625064,-0.5679064318418096,-0.042552531712199,-0.6260783976880553,-0.3793018823280958,-0.3100730173243065,-0.1305304643415151,-0.7829669083319989,-0.6362203935565172,0.9613809520536024
1,0,-0.1429456511521024,-0.6080431356017578,-0.0388770340980184,-0.6260783976880553,-0.3760359014241473,-0.4037626750399893,-0.6084699594796189,-0.4889005632943322,-0.2550568341560451,0.2010987155984848
1,0,-0.1442635407238002,-0.6110234439488653,-0.0348768479776558,-0.6260783976880553,-0.524749030669219,-0.491886070914229,-1.086409454617722,-0.7099018474403724,-0.5671677106215812,1.095201619068753
1,0,-0.1389599639779646,-0.5176829629687348,-0.0256940382734567,-0.6260783976880553,-0.4265362657392827,-0.5499545421050859,-1.7236621148018598,-1.002324798625038,-0.373533553890309,1.2595229841953428
1,0,-0.1287010880470959,-0.5379897625338548,-0.0275641543226594,-0.6260783976880553,-0.1158007992858961,-0.5387744808699992,-1.7236621148018598,-0.91083674570902,-0.2339036408872092,1.3018643607693992
1,0,-0.1283131081594231,-0.5344098169561553,-0.0395925917101997,-0.6260783976880553,-0.2525513481403443,-0.5373529649594316,-1.564348949755825,-0.7748408356989848,-0.2053889529873208,0.6920241915756419
1,0,-0.1365802557217487,-0.503789131196374,-0.0454624993515574,-0.6372818711953109,-0.4648857005302323,-0.4001435050588957,-0.767783124525653,-1.040954774553864,-0.5121280758236443,1.0538631865807953
1,0,-0.1138323759630328,-0.3777279619905768,-0.0518836679402041,-0.5765222726569093,-0.3671507209206867,-0.3758754620691868,-0.4491567944335841,-0.7404687570589751,-0.4255317640931245,1.5701973147703752
1,0,-0.1127549990866518,-0.3146035737086038,-0.0566543547786857,-0.5765222726569093,-0.180729643644815,-0.4072727015270682,-0.1305304643415151,-0.3154858638165947,0.011375527936984,1.3657890480694892
1,0,-0.1117585917182516,-0.3222069732896285,-0.067194158273847,-0.5765222726569093,-0.1893709665556856,-0.1362413853764969,0.3474090307965879,-0.0428472997445437,-0.1615735920076758,1.83788241494542
1,0,-0.1312550748300721,-0.4031912976868697,-0.0663551398306473,-0.5765222726569093,-0.4236804415745406,-0.1032463665519638,0.3474090307965879,-0.2125397812025377,-0.5178165392383349,1.6864304367697287
1,0,-0.1200887121681319,-0.373267024031631,-0.0546145045576054,-0.5765222726569093,-0.2271178551105877,-0.1512658332789837,0.6660353608886569,-0.3402760588453055,-0.5396607414396071,1.4521573312255065
1,0,-0.1196409673079686,-0.3695934755343987,-0.0422205473073363,-0.5765222726569093,0.0206016922905016,-0.1612297370035987,0.3474090307965879,0.006056852901972,-0.3641116589073798,0.6900308909367979
1,0,-0.1339105042998539,-0.4693865238761299,-0.0431904247777756,-0.8272177430679044,-0.0789787205675352,-0.4124342744662576,-0.2898436293875499,-0.2544967043835358,-0.8808389625050643,-0.0910493774532438
1,0,-0.1365033218072721,-0.4578653246697223,-0.0531379680953853,-0.8272177430679044,-0.0306871764027764,-0.5319859841185094,-0.2898436293875499,-0.8380532067145114,-1.2956363742753276,0.1199511539353408
1,0,-0.1364854188630092,-0.4706220623631069,-0.0454398309247929,-0.8272177430679044,-0.1153395001818567,-0.5281543473523606,-0.4491567944335841,-1.0412530846257655,-1.1497346892204996,-0.3905654758977109
1,0,-0.1288448277651473,-0.4562418764864511,-0.0590426268597564,-0.8272177430679044,0.1569307080005388,-0.5175247689397879,-0.1305304643415151,-1.035891578478815,-0.8607334438212407,-0.0561806512314308
1,0,-0.1164960555853714,-0.463297599491052,-0.0610163149178481,-0.1832699824165574,0.2052331433155597,-0.5123537651727326,-0.6084699594796189,-0.3650507805722875,-0.1475486337304564,0.1367642376142656
1,0,-0.1275567484839967,-0.4522638072438503,-0.0717775265427109,-0.1832699824165574,0.0676158342650841,-0.4955894242436032,-0.4491567944335841,-0.2316188632440797,0.0072187127376766,0.0346874016821588
1,0,-0.1355785118869312,-0.4653733767477284,-0.0532695525668416,-0.1832699824165574,-0.2597922106038584,-0.5181972397912658,-0.767783124525653,-0.0261871715817269,0.0705314991604565,-0.8250407644814434
1,0,-0.1182013601449867,-0.4552191040988302,-0.1589904190623142,-0.1832699824165574,-0.0389863844291212,-0.4565963101276998,-0.2898436293875499,-0.0098093073677536,-0.1305893126218113,0.1267016237107777
1,0,-0.1092077108595511,-0.4859562239963821,-0.1480064570590112,-0.1832699824165574,-0.0860236265089351,-0.4606095803444235,-0.2898436293875499,-0.2779611879316068,-0.4738527116371839,0.058287979098162
1,0,-0.1212003930155289,-0.4502937518123304,-0.2133612135127305,-0.1832699824165574,0.1456366533897173,-0.2082017334231523,0.028782700704519,-0.6615817070642248,-0.6342357786412394,-0.1229479352032372
1,0,-0.1316491691678653,-0.4623267296023456,-0.2096660898540026,-0.8793578550662925,-0.1090399758380869,-0.3833395275041816,0.028782700704519,-1.254877660681067,-1.593261645758816,0.1997328476049743
1,0,-0.1337827181408173,-0.4536593196172995,-0.185492066902933,-0.8793578550662925,-0.4105194075868061,-0.5094230184835394,-0.2898436293875499,-1.2803651763049886,-1.4559291816153068,0.6265998501038395
1,0,-0.1337177051573218,-0.4498881800571789,-0.190480860838875,-0.8793578550662925,-0.4352654777223824,-0.4411081799191945,-0.1305304643415151,-1.3591573893761162,-1.7103639901914025,0.6678262142287672
1,0,-0.151289397211705,-0.5563120115242419,-0.0898329795992954,-0.9551253198357644,-0.7334318687795036,-0.4035411894602468,-0.767783124525653,-1.1381424147053498,-1.2359599799694403,0.0486798415759824
1,0,-0.1480218848704768,-0.5514391781889344,-0.0854147187533442,-0.960943591277083,-0.671818302424605,-0.3599435996641511,-0.927096289571688,-0.8308239253450709,-1.23482865852218,0.3295132873693312
1,0,-0.1111351189763598,-0.5413918754155808,-0.0177561286512656,-0.7819933168401867,-0.298251202123885,-0.539327679256717,-1.564348949755825,-1.0648743734850985,-1.5886983488555289,0.6210579282247437
1,0,-0.0986859389322578,-0.4701879810883881,-0.0196984722869483,-0.0507905786402286,-0.1088291123742269,-0.4473879595468076,-1.564348949755825,-0.664982666700128,-0.6388807600039952,0.0289717658873919
1,0,-0.0999189969011246,-0.4708835739019265,0.0080778866486519,-0.0507905786402286,0.0516186923950512,-0.4625939955274136,-1.086409454617722,-0.9863972709991858,-0.5402704807909148,0.0624625699860288
1,0,-0.0975326341390427,-0.448632673009621,0.0045171301165046,-0.0507905786402286,0.271394340700371,-0.4630066432833037,-0.927096289571688,-1.2145390385226629,-0.7463378872414139,0.5776878645941746
1,0,-0.1074498246230488,-0.4501288850086571,0.0014642911846999,-0.0507905786402286,0.0401370906395692,-0.4692113230757178,-0.767783124525653,-1.3881926162599187,-1.2618121517774614,0.5885284128338129
1,0,-0.099653969922007,-0.4416093485866508,-0.005807323418373,-0.0507905786402286,0.2471207613863468,-0.4548328669397087,-0.767783124525653,-1.7117409188149226,-1.1400384875626868,0.5395712309858259
1,0,-0.1462988606211562,-0.5613308615013484,-0.033454622138762,-0.0507905786402286,-0.3529970074476717,-0.2700522881203948,0.3474090307965879,-1.3885543814134391,-0.9223061156936672,0.5582544284782371
1,0,-0.1523474301888569,-0.5502452176979593,-0.0344378278253822,-0.9622061423923852,-0.6613104851170858,-0.4641256370481973,0.3474090307965879,-1.5578731610516274,-1.3420726137764372,1.335886209197485
1,0,-0.1452740799983325,-0.5164365119213852,-0.0673384449370182,-0.4511573446841185,-0.4638217920353872,-0.3835578752648708,0.028782700704519,-1.320482380996046,-1.3679770862750515,1.3664631709426456
1,0,-0.145894055730038,-0.5149356818412256,-0.0562970240439759,-0.4511573446841185,-0.5425311160913092,-0.3859796552524619,0.028782700704519,-1.153378196840687,-1.1233275075344091,1.5691639416891627
1,0,-0.1458055441530688,-0.5066555634536972,-0.0563220599831771,-0.4511573446841185,-0.4223464302565405,-0.3877629580376629,0.028782700704519,-1.055776876361399,-0.8166721242799155,1.7246728091204222
1,0,-0.1454994653713603,-0.5357377220940117,-0.0538530030332395,-0.4511573446841185,-0.4883005953270383,-0.120913310419876,0.1880958657505538,-0.8074023596297669,-0.6477553470149122,1.17847108386595
1,0,-0.1257253628621235,-0.4134953840456443,-0.0263761339788239,-0.4511573446841185,-0.400680904347978,-0.5621154159291633,-0.767783124525653,-0.6390519211042096,-0.2450333971738885,0.8249309806460332
1,0,-0.1231138873130662,-0.4177905140887397,-0.7701392560635325,-0.4511573446841185,-0.2970463688998652,-0.5597428533755867,-0.927096289571688,-0.805147092403814,-0.2661809848830601,0.3093545648041692
1,0,-0.1322254745353919,-0.4546031684634239,-0.768624832561951,-0.5780997194640708,-0.3746177047353182,-0.5863083745468003,-0.6084699594796189,-0.9821064479948576,-0.8256039399970301,0.1529722569065582
1,0,-0.128519503472601,-0.4467344136429246,-0.7790474024376548,-0.5780997194640708,-0.2344621469430575,-0.5830430944561968,-0.4491567944335841,-1.3656873037552009,-0.9109706883414728,0.563773766414454
1,0,-0.1222464764842747,-0.3999798955390903,-0.7764446440483254,-0.5780997194640708,-0.1851089724870929,-0.5809270910055475,0.028782700704519,-1.567820862990177,-1.4519982360168275,0.7898856497842354
1,0,-0.122081573321855,-0.4024736345487592,-0.7802548965768652,-0.5780997194640708,-0.0731511101175614,-0.5553187067531024,-0.1305304643415151,-1.400148857816107,-1.511407731839678,0.6181719421258375
1,0,-0.1408203417457169,-0.4974227670407352,-0.7797946092703693,-0.904371024009647,-0.2343278805007508,-0.5144386328913532,0.3474090307965879,-1.734525926438753,-2.034902276044132,1.196142016163875
1,0,-0.1410196274788357,-0.5143624380578562,-0.043255869189484,-0.7833021885606628,-0.4539564371504573,0.1136629177396603,0.1880958657505538,-1.6919503664329312,-1.96668972331528,1.2915451516289234
1,0,-0.120296646388922,-0.4146687091812058,-0.0437213290966459,0.3084297216422827,-0.3986587779939722,-0.5414598678091311,0.028782700704519,-1.5599501049409763,-1.188305362037022,1.495218228294163
1,0,-0.1282913786520354,-0.4442862887167687,-0.0422149311030048,0.3084297216422827,-0.2856391414065362,-0.5430679238374214,-0.1305304643415151,-0.9609133481883858,-0.9315360216411588,1.9827874695440448
1,0,-0.1325604609387123,-0.5316710750569694,-0.0436863000013721,0.3084297216422827,-0.3020111905055547,-0.5400482376731734,-0.2898436293875499,-0.9441947590594236,-0.8882478412726298,2.0268713668450413
1,0,-0.1360522380853194,-0.5259171785929156,-0.0428803338488434,0.3084297216422827,-0.4657508794685736,-0.5370807413869478,-0.6084699594796189,-1.0402148991699496,-0.7237529178731206,1.5288043352705138
1,0,-0.1334421626852545,-0.5198084776604578,-0.0497458799125173,0.3084297216422827,-0.2614775928718925,-0.5301612142049645,-0.4491567944335841,-0.8967475345737819,-0.8825489677692859,1.2070171245857493
1,0,-0.1313152161418077,-0.496377861362962,-0.0440234226843081,0.3084297216422827,-0.2679479615285047,-0.2033479381417149,0.028782700704519,-0.9492139843839053,-1.2181273377468809,0.4705048859244117
1,0,-0.1370906692413756,-0.5679328794368216,-0.0461287195063088,-0.648925440546338,-0.164474566414091,-0.2911550083481165,0.1880958657505538,-0.9480893634179955,-1.3346181505801968,0.0455608310715769
1,0,-0.1360148204566038,-0.508024258290263,-0.0525811278876931,-0.648925440546338,-0.3417177074438789,-0.4486440228050906,0.1880958657505538,-1.1186813933947564,-1.491843629291688,-0.2400302615139207
1,0,-0.1389133373557058,-0.507218535556845,-0.0503283478964342,-0.648925440546338,-0.265686017808036,-0.4066704749456212,-0.1305304643415151,-1.007211149122078,-1.2532353877724989,-0.119889658880962
1,0,-0.1146311917550525,-0.3729627639534001,-0.0099913961844633,-0.527658711860175,0.1359907845756066,-0.433346471617496,0.3474090307965879,-1.230855861451308,-1.4427156599103756,-0.2706876549387479
1,0,-0.1222136808274349,-0.3964668327816234,-0.0087999628941238,-0.527658711860175,0.0568508047324451,-0.4721744103162573,0.028782700704519,-1.2348194717681378,-1.0911680345245982,-0.3969197627534091
1,0,-0.1271839407881814,-0.4243516935791288,-0.0017875122007279,-0.527658711860175,-0.0757816792274182,-0.4035404409461436,0.1880958657505538,-1.189983069325924,-0.9218748620011008,-0.6691796811705507
1,0,-0.1402129986480931,-0.4961558779216122,0.0001996641589439,-0.527658711860175,-0.3371783657756315,-0.4016126845488376,0.1880958657505538,-1.3716534553021789,-1.2338548204531687,-0.000411198331706
1,0,-0.1384902767419233,-0.4772605486413916,0.0021174380601963,-0.527658711860175,-0.2569025725869635,-0.4399069105175113,0.028782700704519,-1.5807135973271498,-1.253206689435156,0.2030296916345525
1,0,-0.1341341133546563,-0.4517983153012692,-0.0022909322789715,-0.527658711860175,-0.3004741953955506,-0.3732056039401566,0.3474090307965879,-1.575526620321861,-1.1597652034883168,0.8559035784574694
1,0,-0.1513999996596454,-0.5862722664244422,-0.0353826144796253,-0.8148119722351416,-0.5368921517725321,-0.3094982912488697,0.1880958657505538,-1.3328454504581424,-1.0512688292114571,1.5679420033171372
1,0,-0.1510785322188595,-0.5842592443235085,-0.0148728113915941,-0.8148119722351416,-0.5785559925001954,-0.3826101458046633,0.1880958657505538,-0.7874363968795564,-0.8404302576843062,1.769939015868346
1,0,-0.1501907618211841,-0.5940124733044171,-0.0237663697928098,-0.8148119722351416,-0.7048996449391651,-0.3401510956280709,-0.1305304643415151,-0.6732042666683882,-0.8783596751776368,1.5435983782466651
1,0,-0.1486123056706374,-0.6004544191248493,-0.0273582552017484,-0.8148119722351416,-0.6436613947116264,-0.2721906342107614,-0.4491567944335841,-0.0354724498631773,-0.941590640886517,1.1191755755958923
1,0,-0.1492316180239651,-0.6218841822153476,-0.0873044766352261,-0.8148119722351416,-0.6360723359578822,-0.3549497946850918,-0.4491567944335841,0.4235798672644351,-0.978515258139131,0.9686665125611982
1,0,-0.150672085878369,-0.6251957737080825,-0.0863494595834774,-0.9806657396052116,-0.5878815752317568,-0.2932961102578116,-0.767783124525653,0.5202435021846048,-1.0164084199934824,0.7402663606504107
1,0,-0.151238895665579,-0.6161567493095571,-0.0783013868485913,-0.9238333698216512,-0.6174645001242707,-0.3292600170211447,-0.6084699594796189,0.4403511932189122,-1.1097137618250237,0.6859409679147324
1,0,-0.1408786967753495,-0.6138375831035058,-0.0920870723080296,-0.9055826955502791,-0.4917117681540808,-0.4868517531523597,-0.4491567944335841,0.1430994745524868,-1.083474705515932,0.7274679177740133
1,0,-0.1376843508092635,-0.5972537935988741,-0.091548396875593,-0.9055826955502791,-0.4526973833306622,-0.4996946140465627,-0.927096289571688,0.435234261341184,-0.9623575504481278,1.2766807670375164
1,0,-0.1404413531502468,-0.6158850991359042,-0.0935341846924712,-0.9055826955502791,-0.4807325623991483,-0.4645475818683153,-1.086409454617722,0.5201564101018062,-0.6798593798245275,1.4426383143614423
1,0,-0.1426713110461738,-0.6104161525606101,-0.0240248070373444,-0.9055826955502791,-0.5281911598249945,-0.4140221568617132,-1.086409454617722,0.4031836665060322,-0.2873950509445694,0.9236583606375992
1,0,-0.0657437054543621,-0.2701540145260605,-0.014140281033584,-0.291667729814153,-0.1743848593847072,-0.591044653988758,-1.564348949755825,-0.1965433153208557,-0.5615740389661044,0.7661592640552538
1,0,-0.0510310502662703,-0.1691359813661435,-0.0205985017291696,1.2466915799116365,-0.0523610485994467,-0.3961796564007214,-1.086409454617722,-0.0425617411280488,-0.0945970092431199,-0.0095971260415148
1,0,-0.0739690880665233,-0.1335365570012911,-0.0228539508981659,1.2466915799116365,0.0080030865147663,-0.3985604217427506,-1.405035784709791,-0.6466255368964583,-0.4999367803545185,-0.372315082867917
1,0,-0.0685929627409,-0.1166941733208601,-0.0143619390101159,1.2466915799116365,-0.0354619701079011,-0.401182987663126,-1.245722619663756,-1.078794557604254,-0.6261990997044349,-0.967769577570094
1,0,-0.0629834620136099,-0.1184017659488358,-0.0153965973653388,1.2466915799116365,0.1729484759172777,-0.3849905443861166,-1.245722619663756,-1.3546162076333357,-0.9093851793605624,-0.3051699140273883
1,0,-0.1419656124751013,-0.5335203439568069,0.1049022579520819,1.2466915799116365,-0.2246844268277059,0.1469462720217746,-0.6084699594796189,-1.2102664793741722,-0.8696536089218146,0.1554604440198771
1,0,-0.1507833402376701,-0.5719702174886542,0.1011908001670632,-0.9460899631524824,-0.3120924644101879,-0.4444647966803791,-1.086409454617722,-1.0678501432693128,-1.246310794684564,1.0919290858199735
1,0,-0.1510968321289711,-0.5660452168025748,0.088453156616585,-0.9460899631524824,-0.4567058050106474,-0.4646861264313726,-0.6084699594796189,-1.2048712416144665,-1.314189870422236,1.2279396739148507
1,0,-0.1540211106993448,-0.5916857171331272,0.0924561874019606,-0.7027277212782364,-0.5479471927491322,0.7711812357737831,-0.4491567944335841,-0.6848912250049868,-1.0643894743886066,0.6261069144083379
1,0,-0.1248751628274815,-0.3719374034519127,0.0910572548351807,0.4731520459356852,-0.239233559913446,-0.5036843320661485,0.028782700704519,-0.9755016063837596,-1.0501901437926178,1.0119052411123923
1,0,-0.1274410327252653,-0.4334853389818346,0.0984813136711189,0.4731520459356852,-0.1064828120085297,-0.5037185919284979,-0.1305304643415151,-0.9787623150609368,-1.034467506389144,0.4908857787692724
